word,neighbour,i
business,audience,2
business,public,3
business,price,4
business,books,5
business,expenses,6
business,examination,7
business,office,8
business,ability,9
business,lessons,10
nap,lap,1
nap,rip,2
nap,pen,3
nap,curl,4
nap,mint,5
nap,nail,6
nap,starve,7
nap,puff,8
nap,fry,9
nap,rake,10
linen,vault,1
linen,draught,2
linen,tapestry,3
linen,stuff,4
linen,buckle,5
linen,chapel,6
linen,cloak,7
linen,lodging,8
linen,manor,9
linen,thyme,10
receipt,warehouse,1
receipt,stamp,2
receipt,subscription,3
receipt,cashier,4
receipt,subscriber,5
receipt,credit,6
receipt,wholesale,7
receipt,freight,8
receipt,retail,9
receipt,contractor,10
notch,brood,1
notch,muzzle,2
notch,wrinkle,3
notch,buckle,4
notch,curl,5
notch,swarm,6
notch,giddy,7
notch,spur,8
notch,snout,9
notch,stir,10
tract,tracts,1
tract,purest,2
tract,estimation,3
tract,passage,4
tract,vessel,5
tract,portion,6
tract,malignant,7
tract,constituting,8
tract,cavity,9
tract,possession,10
caste,ascetic,1
caste,churning,2
caste,incarnation,3
caste,deity,4
caste,peacock,5
caste,nectar,6
caste,worship,7
caste,jasmine,8
caste,devotees,9
caste,intoxication,10
seal,seals,1
seal,gauze,2
seal,autumn,3
seal,memorial,4
seal,imperial,5
seal,lanterns,6
seal,spring,7
seal,taxes,8
seal,fur,9
seal,sleeve,10
proof,bearer,1
proof,duty,2
proof,vault,3
proof,allowance,4
proof,prejudice,5
proof,draught,6
proof,error,7
proof,painter,8
proof,execution,9
proof,knight,10
token,pretence,1
token,hinder,2
token,reverence,3
token,esteem,4
token,excel,5
token,breadth,6
token,reckoning,7
token,disgrace,8
token,discourse,9
token,proceed,10
chin,shin,1
chin,lung,2
chin,characters,3
chin,coffin,4
chin,hung,5
chin,sung,6
chin,scallions,7
chin,tones,8
chin,radicals,9
chin,china,10
paper,goods,1
paper,expenses,2
paper,book,3
paper,newspaper,4
paper,room,5
paper,examination,6
paper,picture,7
paper,interest,8
paper,electric,9
paper,price,10
shoe,stocking,1
shoe,cellar,2
shoe,chimney,3
shoe,lock,4
shoe,sausage,5
shoe,glove,6
shoe,cheese,7
shoe,artichoke,8
shoe,butcher,9
shoe,walnut,10
den,deg,1
den,barn,2
den,matte,3
den,lag,4
den,mage,5
den,ham,6
den,grad,7
den,gang,8
den,til,9
den,rot,10
bottle,pencil,1
bottle,towel,2
bottle,cream,3
bottle,glasses,4
bottle,lemon,5
bottle,coffee,6
bottle,balloon,7
bottle,shirt,8
bottle,pocket,9
bottle,window,10
drawer,stairs,1
drawer,waiter,2
drawer,glass,3
drawer,violin,4
drawer,furniture,5
drawer,window,6
drawer,clock,7
drawer,book,8
drawer,copy,9
drawer,receipt,10
crime,public,1
crime,punishment,2
crime,strict,3
crime,opinion,4
crime,decision,5
crime,danger,6
crime,business,7
crime,crimes,8
crime,power,9
crime,natural,10
mount,command,1
mount,lay,2
mount,decree,3
mount,oath,4
mount,lead,5
mount,draw,6
mount,cavalry,7
mount,bear,8
mount,deliver,9
mount,unheard,10
rabbit,skunk,1
rabbit,rabbits,2
rabbit,turkey,3
rabbit,rattlesnake,4
rabbit,owl,5
rabbit,ash,6
rabbit,duck,7
rabbit,squirrel,8
rabbit,shovel,9
rabbit,raccoon,10
absence,enjoyment,1
absence,worldly,2
absence,manifestation,3
absence,attachment,4
absence,accomplishment,5
absence,possessing,6
absence,perception,7
absence,attendant,8
absence,desired,9
absence,lustre,10
rate,trade,1
rate,vote,2
rate,transit,3
rate,office,4
rate,issue,5
rate,fund,6
rate,service,7
rate,discount,8
rate,average,9
rate,zone,10
leisure,kindness,1
leisure,disgrace,2
leisure,posterity,3
leisure,extravagant,4
leisure,sigh,5
leisure,unworthy,6
leisure,prosperous,7
leisure,elegant,8
leisure,immortality,9
leisure,ease,10
list,copy,1
list,blank,2
list,book,3
list,model,4
list,outline,5
list,engine,6
list,holder,7
list,enthusiast,8
list,pocket,9
list,clock,10
price,expenses,1
price,cost,2
price,health,3
price,insurance,4
price,pay,5
price,goods,6
price,salary,7
price,registered,8
price,paper,9
price,expense,10
camp,creek,1
camp,eagle,2
camp,emus,3
camp,cousin,4
camp,camping,5
camp,camps,6
camp,tracks,7
camp,shade,8
camp,niece,9
camp,daylight,10
party,social,1
party,meeting,2
party,grade,3
party,budget,4
party,candidate,5
party,education,6
party,police,7
party,magazine,8
party,hospital,9
party,manager,10
snow,ice,1
snow,winter,2
snow,summer,3
snow,frozen,4
snow,weather,5
snow,snowing,6
snow,cold,7
snow,skates,8
snow,lake,9
snow,birch,10
marble,galley,1
marble,linen,2
marble,draught,3
marble,soldier,4
marble,sails,5
marble,amphitheatre,6
marble,gutter,7
marble,draughts,8
marble,vault,9
marble,curb,10
promise,secret,1
promise,pleasure,2
promise,dispute,3
promise,accomplish,4
promise,gain,5
promise,honour,6
promise,accusation,7
promise,trust,8
promise,anxiety,9
promise,conclusion,10
study,student,1
study,examination,2
study,students,3
study,electricity,4
study,electric,5
study,scenery,6
study,political,7
study,foreign,8
study,plan,9
study,literature,10
cloak,helmet,1
cloak,mantle,2
cloak,draught,3
cloak,galley,4
cloak,cunning,5
cloak,adorn,6
cloak,linen,7
cloak,tapestry,8
cloak,vault,9
cloak,trumpet,10
tablet,tablets,1
tablet,dynasty,2
tablet,diagrams,3
tablet,talents,4
tablet,surname,5
tablet,emperor,6
tablet,characters,7
tablet,gate,8
tablet,jade,9
tablet,rations,10
sacrifice,sacrificial,1
sacrifice,sacrifices,2
sacrifice,offering,3
sacrifice,virtuous,4
sacrifice,sacrificing,5
sacrifice,purification,6
sacrifice,demon,7
sacrifice,praise,8
sacrifice,worship,9
sacrifice,agitated,10
veil,abject,1
veil,troop,2
veil,madness,3
veil,lawful,4
veil,evident,5
veil,prudent,6
veil,tyrant,7
veil,eloquent,8
veil,infamous,9
veil,eloquence,10
excuse,lecture,1
excuse,mistake,2
excuse,recommendation,3
excuse,appreciate,4
excuse,apologize,5
excuse,thanks,6
excuse,save,7
excuse,notice,8
excuse,admission,9
excuse,spare,10
loaf,nonsense,1
loaf,crib,2
loaf,stocking,3
loaf,screw,4
loaf,crumb,5
loaf,crank,6
loaf,prank,7
loaf,chimney,8
loaf,mess,9
loaf,sausage,10
bay,shore,1
bay,whale,2
bay,duck,3
bay,trout,4
bay,tide,5
bay,berry,6
bay,herring,7
bay,otter,8
bay,flounder,9
bay,halibut,10
beach,octopus,1
beach,fishing,2
beach,canoe,3
beach,canoes,4
beach,fish,5
beach,paddle,6
beach,crab,7
beach,shark,8
beach,shellfish,9
beach,reef,10
empire,tombs,1
empire,provinces,2
empire,retired,3
empire,retire,4
empire,imperial,5
empire,retiring,6
empire,fidelity,7
empire,reigning,8
empire,court,9
empire,emperors,10
follower,lover,1
follower,attendant,2
follower,digestion,3
follower,intoxication,4
follower,essence,5
follower,adoration,6
follower,devotion,7
follower,splendour,8
follower,enjoyment,9
follower,enmity,10
oven,pandanus,1
oven,reef,2
oven,breadfruit,3
oven,shark,4
oven,shell,5
oven,canoe,6
oven,taro,7
oven,canoes,8
oven,crab,9
oven,sharks,10
diet,company,1
diet,popularity,2
diet,negotiations,3
diet,demand,4
diet,facilities,5
diet,health,6
diet,educational,7
diet,trial,8
diet,career,9
diet,bargain,10
oak,acorn,1
oak,acorns,2
oak,oaks,3
oak,hawk,4
oak,plum,5
oak,pear,6
oak,little,7
oak,wax,8
oak,woods,9
oak,wool,10
exchange,compulsory,1
exchange,deposit,2
exchange,warehouse,3
exchange,bankruptcy,4
exchange,registration,5
exchange,tariff,6
exchange,freight,7
exchange,insurance,8
exchange,damage,9
exchange,credit,10
brand,halt,1
brand,rein,2
brand,toast,3
brand,confuse,4
brand,rot,5
brand,console,6
brand,bore,7
brand,fade,8
brand,butt,9
brand,scare,10
stack,snort,1
stack,splinter,2
stack,sheaf,3
stack,crop,4
stack,jerk,5
stack,slice,6
stack,snarl,7
stack,loop,8
stack,stubble,9
stack,manure,10
mule,mules,1
mule,saddle,2
mule,wheat,3
mule,leather,4
mule,dough,5
mule,hail,6
mule,beard,7
mule,barley,8
mule,strap,9
mule,onion,10
auction,contractor,1
auction,bidder,2
auction,bankrupt,3
auction,inconvenience,4
auction,renewal,5
auction,curb,6
auction,undermine,7
auction,invest,8
auction,repeal,9
auction,dock,10
book,hour,1
book,room,2
book,dinner,3
book,clock,4
book,stairs,5
book,engine,6
book,glass,7
book,window,8
book,hours,9
book,street,10
parcel,luggage,1
parcel,clock,2
parcel,chemist,3
parcel,engine,4
parcel,glass,5
parcel,receipt,6
parcel,drawer,7
parcel,cupboard,8
parcel,cabin,9
parcel,shorthand,10
philosophy,logic,1
philosophy,nature,2
philosophy,philosophical,3
philosophy,inference,4
philosophy,devoted,5
philosophy,natural,6
philosophy,dramatic,7
philosophy,passions,8
philosophy,sentiment,9
philosophy,reasoning,10
arrow,arrows,1
arrow,sun,2
arrow,bow,3
arrow,fire,4
arrow,necklace,5
arrow,frog,6
arrow,string,7
arrow,forehead,8
arrow,moon,9
arrow,navel,10
prophet,mecca,1
prophet,mosque,2
prophet,prophets,3
prophet,prayer,4
prophet,god,5
prophet,angel,6
prophet,resurrection,7
prophet,forgiveness,8
prophet,eternity,9
prophet,mosques,10
customer,savings,1
customer,cost,2
customer,advertisement,3
customer,card,4
customer,luggage,5
customer,landscape,6
customer,traffic,7
customer,engineer,8
customer,breakdown,9
customer,directory,10
deity,deities,1
deity,goddess,2
deity,caste,3
deity,incarnation,4
deity,worlds,5
deity,observance,6
deity,sacred,7
deity,ornament,8
deity,ascetic,9
deity,churning,10
plague,lodging,1
plague,dainty,2
plague,refine,3
plague,sober,4
plague,vault,5
plague,redemption,6
plague,hound,7
plague,conceive,8
plague,tolerable,9
plague,cast,10
prize,scene,1
prize,average,2
prize,health,3
prize,prices,4
prize,hour,5
prize,failure,6
prize,cost,7
prize,traffic,8
prize,cheers,9
prize,clock,10
painting,paintings,1
painting,actress,2
painting,picture,3
painting,landscape,4
painting,music,5
painting,goods,6
painting,interest,7
painting,customers,8
painting,desk,9
painting,career,10
pin,tin,1
pin,pan,2
pin,ton,3
pin,ring,4
pin,tan,5
pin,bun,6
pin,rap,7
pin,hop,8
pin,paw,9
pin,wan,10
trial,demand,1
trial,prove,2
trial,survey,3
trial,estate,4
trial,choice,5
trial,lease,6
trial,proof,7
trial,account,8
trial,surrender,9
trial,exercise,10
mold,flavor,1
mold,luster,2
mold,molding,3
mold,laborer,4
mold,color,5
mold,fulfill,6
mold,pretense,7
mold,parlor,8
mold,skillful,9
mold,jeweler,10
tale,gale,1
tale,bar,2
tale,barn,3
tale,sole,4
tale,ale,5
tale,bat,6
tale,rote,7
tale,mare,8
tale,pet,9
tale,mane,10
pear,plum,1
pear,cellar,2
pear,peach,3
pear,velvet,4
pear,vein,5
pear,hound,6
pear,lock,7
pear,cinnamon,8
pear,crust,9
pear,mint,10
knight,borough,1
knight,hounds,2
knight,clergy,3
knight,chancellor,4
knight,hound,5
knight,vault,6
knight,chaplain,7
knight,manor,8
knight,draught,9
knight,bred,10
carriage,carriages,1
carriage,confer,2
carriage,duty,3
carriage,proof,4
carriage,regulate,5
carriage,utmost,6
carriage,lead,7
carriage,execution,8
carriage,sulphur,9
carriage,circulating,10
clerk,board,1
clerk,freight,2
clerk,copy,3
clerk,warehouse,4
clerk,subscription,5
clerk,receipt,6
clerk,credit,7
clerk,tack,8
clerk,apprenticeship,9
clerk,screw,10
gate,tablet,1
gate,characters,2
gate,gates,3
gate,rulers,4
gate,palace,5
gate,generations,6
gate,blessings,7
gate,temple,8
gate,heaven,9
gate,talents,10
bench,vault,1
bench,buckle,2
bench,cellar,3
bench,gallery,4
bench,lock,5
bench,gutter,6
bench,draught,7
bench,galley,8
bench,trumpet,9
bench,funnel,10
allowance,adjustment,1
allowance,credit,2
allowance,dismissal,3
allowance,assessment,4
allowance,account,5
allowance,margin,6
allowance,subscription,7
allowance,expense,8
allowance,recovery,9
allowance,blank,10
resort,lapse,1
resort,reserve,2
resort,prize,3
resort,originality,4
resort,ideal,5
resort,first-class,6
resort,blank,7
resort,compromise,8
resort,questionable,9
resort,endorse,10
multitude,destruction,1
multitude,serpent,2
multitude,agreeable,3
multitude,exertion,4
multitude,ornament,5
multitude,trembling,6
multitude,serpents,7
multitude,dwelling,8
multitude,reproach,9
multitude,excellent,10
hymn,hymns,1
hymn,scribe,2
hymn,adversary,3
hymn,eclipse,4
hymn,vow,5
hymn,messenger,6
hymn,progeny,7
hymn,purification,8
hymn,inaccessible,9
hymn,wrath,10
sensation,circular,1
sensation,pungent,2
sensation,obstruction,3
sensation,gratification,4
sensation,incapable,5
sensation,intoxicating,6
sensation,bowels,7
sensation,capable,8
sensation,division,9
sensation,deposited,10
lane,accountant,1
lane,fare,2
lane,jelly,3
lane,carpet,4
lane,mortgage,5
lane,nursery,6
lane,recipe,7
lane,tax,8
lane,mummy,9
lane,sterling,10
ability,experience,1
ability,plan,2
ability,decide,3
ability,study,4
ability,feelings,5
ability,meeting,6
ability,audience,7
ability,unreasonable,8
ability,responsibility,9
ability,serious,10
curl,polish,1
curl,wrinkle,2
curl,unravel,3
curl,sparkle,4
curl,lock,5
curl,cuff,6
curl,notch,7
curl,puff,8
curl,sly,9
curl,tack,10
grade,party,1
grade,vague,2
grade,classmate,3
grade,candidate,4
grade,ticket,5
grade,match,6
grade,detective,7
grade,anniversary,8
grade,social,9
grade,souvenir,10
history,historical,1
history,literature,2
history,society,3
history,products,4
history,political,5
history,books,6
history,study,7
history,theory,8
history,novel,9
history,audience,10
conference,education,1
conference,national,2
conference,diplomatic,3
conference,democratic,4
conference,economic,5
conference,finance,6
conference,international,7
conference,economy,8
conference,emergency,9
conference,organization,10
temple,temples,1
temple,festival,2
temple,image,3
temple,goddess,4
temple,gods,5
temple,heaven,6
temple,rites,7
temple,festivals,8
temple,deity,9
temple,deities,10
hour,hours,1
hour,dinner,2
hour,room,3
hour,street,4
hour,prices,5
hour,book,6
hour,cost,7
hour,health,8
hour,latest,9
hour,window,10
toe,finger,1
toe,uncooked,2
toe,tie,3
toe,net,4
toe,sore,5
toe,torch,6
toe,thigh,7
toe,paddle,8
toe,rotten,9
toe,basket,10
victory,army,1
victory,power,2
victory,youth,3
victory,secret,4
victory,battle,5
victory,promise,6
victory,gain,7
victory,murder,8
victory,crime,9
victory,country,10
dread,reproach,1
dread,fruitful,2
dread,mild,3
dread,delay,4
dread,leap,5
dread,triumph,6
dread,contention,7
dread,severity,8
dread,obscurity,9
dread,banish,10
intellect,excellence,1
intellect,lustre,2
intellect,enjoyment,3
intellect,planet,4
intellect,purity,5
intellect,perception,6
intellect,agitation,7
intellect,assemblage,8
intellect,sensual,9
intellect,attendant,10
trifle,tapestry,1
trifle,draught,2
trifle,vault,3
trifle,recover,4
trifle,curb,5
trifle,livid,6
trifle,curtail,7
trifle,polish,8
trifle,rebound,9
trifle,fleece,10
minute,office,1
minute,promotion,2
minute,audience,3
minute,vacant,4
minute,station,5
minute,interview,6
minute,dose,7
minute,business,8
minute,exhibition,9
minute,congratulations,10
punishment,highest,1
punishment,rank,2
punishment,crime,3
punishment,natural,4
punishment,punish,5
punishment,magistrate,6
punishment,conduct,7
punishment,writing,8
punishment,criminals,9
punishment,power,10
coral,crab,1
coral,reef,2
coral,shark,3
coral,breadfruit,4
coral,shell,5
coral,octopus,6
coral,coconuts,7
coral,pandanus,8
coral,coconut,9
coral,sharks,10
notion,mention,1
notion,medic,2
notion,prose,3
notion,undisturbed,4
notion,represent,5
notion,widest,6
notion,perceive,7
notion,indulgence,8
notion,assertion,9
notion,foreboding,10
concern,jumble,1
concern,accommodate,2
concern,fashion,3
concern,yield,4
concern,recovery,5
concern,succumb,6
concern,blunder,7
concern,cheer,8
concern,disadvantage,9
concern,inconvenience,10
assembly,destruction,1
assembly,desire,2
assembly,excellence,3
assembly,division,4
assembly,purity,5
assembly,separation,6
assembly,reproach,7
assembly,greatness,8
assembly,ornament,9
assembly,distress,10
murmur,groan,1
murmur,howl,2
murmur,slumber,3
murmur,giddy,4
murmur,abyss,5
murmur,ascent,6
murmur,whirl,7
murmur,moan,8
murmur,shriek,9
murmur,whisper,10
knowledge,existence,1
knowledge,perception,2
knowledge,meditation,3
knowledge,wealth,4
knowledge,qualities,5
knowledge,enjoyment,6
knowledge,attainment,7
knowledge,universe,8
knowledge,observance,9
knowledge,happiness,10
thrust,cast,1
thrust,leap,2
thrust,allure,3
thrust,lessen,4
thrust,stealth,5
thrust,grow,6
thrust,dash,7
thrust,encompass,8
thrust,draw,9
thrust,esteem,10
puff,stave,1
puff,stroke,2
puff,jolt,3
puff,shred,4
puff,crook,5
puff,trim,6
puff,blast,7
puff,brood,8
puff,curl,9
puff,sly,10
youth,reproach,1
youth,love,2
youth,battle,3
youth,eloquence,4
youth,joy,5
youth,disgrace,6
youth,honour,7
youth,poverty,8
youth,grief,9
youth,noble,10
repair,mend,1
repair,offend,2
repair,recover,3
repair,stamp,4
repair,rebuild,5
repair,defer,6
repair,reconcile,7
repair,weigh,8
repair,unfold,9
repair,reprimand,10
entrance,evening,1
entrance,admission,2
entrance,seat,3
entrance,apologize,4
entrance,rescue,5
entrance,busy,6
entrance,days,7
entrance,departure,8
entrance,revised,9
entrance,visitor,10
discourse,hurtful,1
discourse,contrary,2
discourse,obscurity,3
discourse,void,4
discourse,belonging,5
discourse,esteem,6
discourse,passion,7
discourse,dignity,8
discourse,rhetoric,9
discourse,wanton,10
retreat,banish,1
retreat,combat,2
retreat,strive,3
retreat,neglect,4
retreat,undertake,5
retreat,decay,6
retreat,delight,7
retreat,assault,8
retreat,restore,9
retreat,frantic,10
vent,rein,1
vent,fret,2
vent,duel,3
vent,stud,4
vent,pave,5
vent,exempt,6
vent,plume,7
vent,farce,8
vent,forge,9
vent,ward,10
grant,claim,1
grant,yield,2
grant,restore,3
grant,grace,4
grant,decree,5
grant,subdue,6
grant,repel,7
grant,renounce,8
grant,ratify,9
grant,invest,10
thirst,dust,1
thirst,barren,2
thirst,solitude,3
thirst,desert,4
thirst,thirsty,5
thirst,envy,6
thirst,haste,7
thirst,misfortune,8
thirst,milk,9
thirst,hunger,10
shield,helmet,1
shield,pursue,2
shield,prophecy,3
shield,mock,4
shield,hasten,5
shield,shields,6
shield,surround,7
shield,threaten,8
shield,dread,9
shield,inhabit,10
dock,pump,1
dock,gauge,2
dock,cabin,3
dock,tack,4
dock,gallery,5
dock,buoy,6
dock,stave,7
dock,sideboard,8
dock,annuity,9
dock,lock,10
occurrence,absence,1
occurrence,assumed,2
occurrence,application,3
occurrence,connection,4
occurrence,occurring,5
occurrence,presence,6
occurrence,represented,7
occurrence,relation,8
occurrence,omission,9
occurrence,inferred,10
nonsense,sly,1
nonsense,polish,2
nonsense,loaf,3
nonsense,trick,4
nonsense,fool,5
nonsense,mess,6
nonsense,prank,7
nonsense,darling,8
nonsense,inconvenience,9
nonsense,touchy,10
distribution,expansion,1
distribution,suspension,2
distribution,classification,3
distribution,management,4
distribution,variable,5
distribution,reproduction,6
distribution,reconstruction,7
distribution,administration,8
distribution,intervention,9
distribution,observation,10
blanket,blankets,1
blanket,brother-in-law,2
blanket,smoke,3
blanket,meat,4
blanket,walking,5
blanket,trail,6
blanket,eagle,7
blanket,berries,8
blanket,spoon,9
blanket,hole,10
assault,infamous,1
assault,inquiry,2
assault,evident,3
assault,hiss,4
assault,allure,5
assault,mistress,6
assault,boldness,7
assault,delay,8
assault,delight,9
assault,repel,10
sea,island,1
sea,islands,2
sea,tide,3
sea,shore,4
sea,reef,5
sea,sail,6
sea,shell,7
sea,shark,8
sea,coast,9
sea,waves,10
lecture,train,1
lecture,admission,2
lecture,exhibition,3
lecture,concert,4
lecture,question,5
lecture,spare,6
lecture,excuse,7
lecture,prize,8
lecture,notice,9
lecture,desk,10
delight,delightful,1
delight,agreeable,2
delight,ruin,3
delight,brightness,4
delight,decay,5
delight,reproach,6
delight,renown,7
delight,splendour,8
delight,likeness,9
delight,subdue,10
war,army,1
war,enemy,2
war,country,3
war,speeches,4
war,peace,5
war,allies,6
war,public,7
war,nation,8
war,wars,9
war,victory,10
appeal,compromise,1
appeal,subscription,2
appeal,registration,3
appeal,certificate,4
appeal,award,5
appeal,scale,6
appeal,duplicate,7
appeal,survey,8
appeal,prosecutor,9
appeal,provisional,10
screen,urgent,1
screen,calculate,2
screen,fuse,3
screen,gauze,4
screen,curtain,5
screen,cash,6
screen,surplus,7
screen,sleeve,8
screen,frontier,9
screen,grasp,10
reputation,honest,1
reputation,reform,2
reputation,decide,3
reputation,precedent,4
reputation,submit,5
reputation,orders,6
reputation,scholar,7
reputation,scheme,8
